aeee5fe5-38f5-41bc-8ab8-9f9aa23e4f68,folk,classic pop and rock
ccd4879c-5e88-4385-b131-bf65296bf245,neo-psychedelia,post-punk
5a092e7c-faa9-45d0-88c6-052205804e6c,,
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,rock,alternative rock
18eefb0f-7f1c-4ca4-a9b1-d0f2f11bd6b1,russian,
1d93c839-22e7-4f76-ad84-d27039efc048,death metal,metal
b5a31e9b-1fa2-45f9-91f5-b3a25fb38038,crossover thrash,thrash metal
8456e9f7-debf-4579-a86c-33a325a35d2d,alternative metal,alternative rock
bf600e2b-dc2d-4839-a1be-6ebef4087cd0,alternative rock,funk rock
d624df22-b03d-4746-ac28-a4bd72aeec26,metal,thrash metal
92bb085a-2924-4479-b627-181a1835d2f5,japanese,composer
7b885d42-3c41-4f43-9944-a5855ec5155e,british,ambient
843384a8-2fb5-4d21-91d6-3f4b545fca7f,comedy,minnesota
3ab7295a-54ac-40e8-b1b2-3d110a143550,italian,pop
d41a6875-b626-4c0f-89a1-aecb643d29ff,celtic punk,celtic folk music
6e650a01-6489-4dc8-85e1-8ec809dd72a2,alternative metal,alternative rock
dbf7c761-e332-467b-b4d9-aafe06bbcf8f,rock and indie,
dba7b6f3-8123-4a07-99d6-306acc41b7cd,,
ab74e46a-714d-4c2c-90e7-b0638c863917,usa,
0d4bc6e5-2a3e-4fdf-8bbf-59ad0bc374d7,electronica,british
ccb8f30e-4d71-40c4-8b1d-846dafe73e2c,blue-eyed soul,pop
d6e65033-b56a-49df-8744-6fc3ffd75edd,emo-pop,post-emo
f96de591-5dae-41da-855b-eb387d88d7d4,rock and indie,
1cc5adcd-1422-4b5c-a3cd-3ecd4f43f506,,
7d209631-ccb8-4a87-8516-64abe4c22dba,ambient,black metal
6fea1339-260c-40fe-bb7a-ace5c8438955,gothic metal,female fronted
a8754ac4-a85e-4f48-a81f-eecd482570ef,,
f9ab44f1-7b19-4ecb-830c-403abcf36cd1,dance-pop,electro house
35581de7-591f-424f-9c64-7b22fd45605e,german,german-lyrics
68a0067a-7a3a-43d3-bd91-391ea7600d8c,,
87fc1871-b74e-4bf5-a00d-8a89c288008b,punk,usa
d7134426-a937-43bf-bc54-f10ad8102ed9,hip hop,rock and indie
3b02795b-bd2c-4aac-8f6c-e581514cc2d8,hip hop,hip-hop
f5aca88c-e3c1-4bc2-af33-68a9a9f7b56a,alternative,british
91d51bc3-bfcc-49f2-b6c4-d6d205d6291b,death metal,metal
906bddec-bc73-49f8-ac1e-eaee691c6cf9,country,american
231475d8-fddb-4d7d-aad9-287e59e4b4ba,rock and indie,
85226286-349a-4046-8dcf-f75b32baa6b1,uk,northern ireland
9512eed7-a1a9-4e2f-8cac-c10d1448c1ce,post-rock,
88679ca2-2080-4cea-8669-41ab4b8d865d,female vocalists,norwegian
4aae17a7-9f0c-487b-b60e-f8eafb410b1d,alternative,australia
4ea2fd64-834c-4d78-8f4c-2a900c439031,,
49cd96a6-42c3-44f6-ba2a-cd9301046b96,black metal,ambient black metal
a16371b9-7d36-497a-a9d4-42b0a0440c5e,shoegaze,dream pop
05106775-5d45-4131-aecc-1177f813ba11,thrash metal,metal
319b1175-ced9-438f-986b-9239c3edd92d,power metal,finnish
ec88cdc3-0517-4951-b5ef-7323e7316db0,punk,american
f82f3a3e-29c2-42ca-b589-bc5dc210fa9e,indie pop,indie rock
86e736b4-93e2-40ff-9e1c-fb7c63fef5f6,alternative rock,canadian
8a0c3b86-af55-42d2-85b9-6372e7430986,german,
abf5f674-dbad-4219-b3ad-dbd6fb163c8e,power metal,metal
596ffa74-3d08-44ef-b113-765d43d12738,pop,r&b
7db6aae5-6644-4513-9bfc-ca2e79d4469c,reggae,jamaican
107c7983-0728-46ea-8550-77e698adf690,alternative rock,dark cabaret
7289d10d-d8d2-41ff-8308-c56ec9346e07,scottish,alternative rock
f1560407-8826-4ec9-b78f-e0c3fa3ea4f5,bossa nova,cumbia
44cf61b8-5197-448a-b82b-cef6ee89fac5,pop rock,alternative rock
86b24e8f-a4d9-4c84-83ee-fde0d14ad9fa,,
4cc51547-88ae-49a2-bf7e-0ef65ee7a94c,alternative rock,finnish
848262ad-408e-469a-a7bb-13ef82622b7f,british,english
e11051f9-0098-41aa-9edb-8dacd8f1c6b5,,
8fb6c00f-61d8-4f27-98f9-53e1ba481626,ebm,belgian
9a04dc8c-82f1-457a-a25a-3ff19e1b471e,acid jazz,deep house
a670e05a-cea8-4b37-bce9-d82daf1a0fa4,indie pop,art pop
214d84a5-e9e5-4432-af95-8c84da7ba4c0,british,electronic
f6f2326f-6b25-4170-b89d-e235b25508e8,post-rock,icelandic
9a3bf45c-347d-4630-894d-7cf3e8e0b632,latin rock,rock
e280268a-a5ab-4bb0-be4d-ec470ca59131,tango,argentina
92a42e82-b36f-4308-82c1-68bad2e03c89,alternative rock,pop rock
5e857ebe-88f3-4aab-9534-6728c305e427,poland,polish
93eb7110-0bc9-4d3f-816b-4b52ef982ec8,new rave,rock and indie
e01c3376-15fa-40d7-b747-5f219bdefdd7,jazz-rock,jazz pop
f4857fb9-e255-4dc6-bd01-e4ca7cc68544,british,acid jazz
d4ad0149-d8ae-4105-8009-0221fce9ff35,post-hardcore,post-punk
3d46727d-9367-47b8-8b8b-f7b6767f7d57,doom metal,folk metal
e631bb92-3e2b-43e3-a2cb-b605e2fb53bd,death metal,melodic death metal
7746d775-9550-4360-b8d5-c37bd448ce01,comedy,parody
bf24ca37-25f4-4e34-9aec-460b94364cfc,pop,dance-pop
22a096ef-c70d-4d70-ae19-4fc2412d4986,trance,airplay mix
4a5c8526-f8ec-43f1-97af-49722ad88394,british,classic pop and rock
d3fe567e-0681-48c8-9735-6cc9942629f4,downtempo,electronica
40b7efb7-1268-4a80-b354-600afdcbe9e2,hardcore,metalcore
d7bd0fad-2f06-4936-89ad-60c5b6ada3c1,punk,california
337e30b6-3dbe-44f2-a3fd-84a80abdb5a1,dark wave,electronic
ebd2ac91-6249-4e4b-bde1-353a424138c9,n2,
a436dd02-0549-4c91-b608-df451217fdeb,metalcore,
2ce02909-598b-44ef-a456-151ba0a3bd70,blues,jazz
8dcd04e4-7695-4d80-bae9-1d7d680a38ef,7 58,art rock
66fce392-d89d-4eaa-a346-c50aa1021f00,hip hop rnb and dance hall,
5bb2a9c8-3505-4c45-9717-19f0f8f35425,n2,
7928481f-848e-4551-b658-472c0aaf0c85,hip hop,german
d3b2711f-2baa-441a-be95-14945ca7e6ea,pop,rock
777a21a8-0d0f-4cf3-86b4-65bc0eba5649,alternative metal,alternative rock
3d05eb8b-1644-4143-9a61-b28e33c4d85f,drum and bass,liquid funk
4dbf5678-7a31-406a-abbe-232f8ac2cd63,rock,canadian
6a2ca1ac-408d-49b0-a7f6-cd608f2f684f,black metal,dark metal
e9e9109e-5914-48c8-a7e6-a95dd94bd345,alternative metal,alternative rock
5dfdca28-9ddc-4853-933c-8bc97d87beec,alternative metal,industrial metal
ff460a70-fdf4-4aa2-b021-8a04da76d88e,alternative rock,post grunge
4d9fb84a-8104-48c1-aa16-21f53c9053cc,melodic hardcore,
b2a9731b-9e13-4ff9-af21-5e694a5663e8,indie pop,downtempo
ed785ff1-8b1b-4bc0-8a24-dcc831013059,british,trip hop
89e39f67-65cc-4f90-b145-b1b56c209f8a,contemporary r&b,british
6eea322e-ab09-451f-818b-a1348ce14b91,,
3f575ecd-627d-4f08-a89f-abd46d469c7e,britpop,dream pop
c14b4180-dc87-481e-b17a-64e4150f90f6,progressive metal,progressive death metal
12327d75-47d5-45d9-84c2-3760b9210c17,british,psychedelic rock
a1419808-65d3-4d40-998c-1a0bac65eabc,american,dance
bf48d271-9595-4043-9064-52f43707d4ab,british,english
35723b60-732e-4bd8-957f-320b416e7b7f,british,dance and electronica
b1fb6a18-1626-4011-80fb-eaf83dfebcb6,hip hop rnb and dance hall,
84dc4f23-c0b8-4fe1-bbca-a3993ddc8fc2,funk metal,alternative rock
c1b33d24-743b-4a5a-8c5c-63b3362cee6e,,
fb5ee67e-e31a-40cf-8b06-5f1a0f53529a,2-step,dubstep
b5bd9f88-962e-4730-84a7-795592ba42e8,alternative rock,indie rock
d5d97b2b-b83b-4976-814a-056d9076c8c3,east coast hip hop,gangsta rap
2119beb8-6ac5-4f21-82a4-b831c90c0024,chanteur,classic pop and rock
f83781c8-64f9-4657-85bd-51f74d195cfd,indie pop,indietronica
9311e2bc-bb3f-44cf-90d8-b1fe6912b60b,emo,
d8661c02-f423-4d72-8044-40ff05daf7a1,post-punk,uk
00eeed6b-5897-4359-8347-b8cd28375331,heavy metal,hard rock
a18015b2-6584-4110-9f7f-23c95b2b066c,german,
a94a7155-c79d-4409-9fcf-220cb0e4dc3a,art punk,new wave
5f572b31-8fd9-45ae-9beb-358c98d839df,alternative rock,christmas music
90b18d97-718b-4a95-982d-b14019d084c0,dresden,electronic
6318e724-7e6b-4e41-a35b-080065077c80,progressive metal,
e9aca1a3-836a-4e5e-b8d4-56d20c60af5f,,
44f42386-a733-4b51-8298-fe5c807d03aa,american,electronic
a66ebddc-ff04-46b8-820a-15c63e80dba1,folk punk rock,pop and chart
e49f69da-17d5-4c5c-bac0-dadcb0e588f5,border reiver,folk
3efd863f-6a5c-400a-9868-6ef533d51509,british,english
28da4778-94c2-4c44-a053-c96e1c366eb8,,
9ccfbc94-a4f4-42f7-b6f5-d903ab77cccb,sludge metal,heavy metal
1e6d7f54-95b1-400f-863c-2a72a7494e59,hardcore punk,progressive rock
8027281d-79e4-4ddc-a8a7-6e6bf9254ad3,,
a530492f-8806-4bd7-9c14-80c237eb92fe,alternative,australian
000d90ec-d64c-48a1-b775-e726fd240e9f,indie,rock
8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,trip-hop,electronic
0f8bd5a7-c915-4e00-a035-fe3969e9a9b1,english,pop
e5db18cb-4b1f-496d-a308-548b611090d3,punk rock,british
f97b55a8-7d03-4ebe-a277-a9cadc2a9f86,pop and chart,
54a55229-e611-439f-928e-d89919ff9d29,post-rock,
4bd95eea-b9f6-4d70-a36c-cfea77431553,grunge,alternative rock
e31baede-2d5c-401d-aae6-4e7b8e4b2011,alternative rock,dance-punk
99ea432a-e3d8-42cb-9d5e-db316a6a8458,folk,british
95e9aba6-f85c-48a0-9ec9-395d4f0e3875,downtempo,electronic
b134d1bf-c7c7-4427-93ac-9fdbc2b59ef1,hard rock,rock
c544ed4d-2390-4442-a83e-1ea2883b09c8,southern rock,hard rock
20aa23e3-3532-42ca-acf6-e8c2e9df2688,death doom metal,alternative rock
32b90c92-9978-4a07-90eb-caa4b22f4907,alternative rock,american
f1b1cf71-bd35-4e99-8624-24a6e15f133a,dance and electronica,
ce886f30-8b8f-4cc8-b854-3749291350fd,acid rap,alternative rap
1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e,funk,pop
7677be48-16e9-4c84-9365-a69dd6f2df55,all-female,death metal
2c1828a2-e46b-4ade-a6e9-065ca265d679,,
55821c25-bd47-4f67-baf8-17ccd2cf1c86,classic pop and rock,noise
f2cb0435-d643-4fab-9587-fdb0279330a7,british,swedish
14e410f5-97f2-48ba-b1f7-a3a44cbea05c,awesomename,j-rock
6d072aa8-c851-49c5-92f9-cbca05f4bed9,electronic,new wave
8a338e06-d182-46f2-bd16-30a09bc840ba,new wave,pub rock
101e0102-841f-4858-972b-edf716ee67c9,,
7389b838-9bd1-46d3-b514-95e0df255a52,dark ambient,gothic metal
7d093650-89be-4108-842b-ba7f5367504b,metal,
cf042013-3edd-46c4-9b0e-a62faac98d0b,funk,funk rock
50549203-9602-451c-b49f-ff031ba8635c,emo,rock and indie
f7eb3be3-1065-4a53-94d4-e2d0c15c0b33,pop,pop and chart
4e210d41-b3e3-4e34-8c3b-3b8cc2116562,rock and indie,
e9aed5e5-ed35-4244-872e-194862290295,baroque pop,indie folk
e8374874-4178-4869-b92e-fef6bf30dc04,celtic punk,folk punk
d735497b-25f9-4503-8fb5-f50150730c18,norway,
847e8284-8582-4b0e-9c26-b042a4f49e57,alternative rock,british
148ddea2-6839-4354-8e2c-5dfadf136b7f,american,california
39a31de6-763d-48b6-a45c-f7cfad58ffd8,power metal,heavy metal
9d4c4835-c71a-4647-a4fc-263e26832cd0,classic pop and rock,
dcaa4f81-bfb7-44eb-8594-4e74f004b6e4,american,punk
10bf95b6-30e3-44f1-817f-45762cdc0de0,gothic metal,metal
ea9078ef-20ca-4506-81ea-2ae5fe3a42e8,hiphop,us
4b1a830b-0a1f-42e5-b8d5-1d6743912e99,alternative rock,post-grunge
e28dbf43-a2d9-4651-908f-1879ad67d30e,,
2c629b8c-d751-4131-b785-5690bb5e0fd7,american,amricain
f7c65346-9631-4220-9188-5e90baae58d5,progressive metal,swedish
1870fb43-50f1-4660-a879-bb596d1519b6,progressive metal,metal
735e3514-a8ae-401f-af3b-6300df1b8d2c,electronic,canadian
cb2972b9-29d1-4d47-b5a8-51e1035a6003,swedish,
db76c5ca-d555-4f09-b1db-baa1b713d875,r&b,adult contemporary
6aa40207-fec8-43a7-991d-b872a42def05,soft rock,folk pop
ccda046a-2674-4f7d-97e6-f23d6c156432,darkwave,4ad
83b86967-6b1a-4ca8-9cf0-c7cfe047ef3f,rock and indie,
3abc3eb1-7318-41d2-a52b-cbe14a14d8a0,academy award winner,argentinian
db859a53-b7ca-4892-bcda-5ef78d2c891f,death metal,polish
ee90d1b3-a4e2-4d18-9092-111d856e7e7a,,
2e547c75-36c1-49d0-984e-b14498c936f0,electropop,new zealand
482a5456-7d8a-4366-a2e9-6f38853df632,alternative metal,alternative rock
1ba1d493-7114-45e2-b163-a36d49a0c065,jazz,american
5b11f4ce-a62d-471e-81fc-a69a8278c7da,grunge,rock
299278d3-25dd-4f30-bae4-5b571c28034d,electronic,indie pop
309c62ba-7a22-4277-9f67-4a162526d18a,alternative rock,folk rock
c23b637b-97c6-41eb-8ef6-6c724efc80a8,british,electronica
47c8f88b-987a-4b64-9175-2b1b57809727,rock,alternative dance
315fa94f-3bb5-43db-a28e-406a83e9805c,german,hamburg
2d576cfe-7669-4af0-a66a-86c8362f47c5,black metal,extreme metal
a1c29c2f-778f-4b02-9ac7-80f0c37cdea9,indie rock,pop
96c1edac-1011-4cb8-882c-27248de35071,alternative,punk
16456fed-c9f2-4adf-b6ea-97b648c474d2,experimental rock,post-hardcore
da90b5da-349e-4906-a0b4-805f5e46190d,american,classic pop and rock
c3171463-d55c-4140-ad06-dbdac29c508c,ambient,dark ambient
ef4db186-ff43-4708-a713-3ce1e05657a1,hip hop,rapper
ffb390b8-8df4-4b72-97d1-7b2fc008a452,united states,
28cbf94d-0700-4095-a188-37e373b069a7,british,dance
42a8f507-8412-4611-854f-926571049fa0,electronic,rock
cc433a77-176b-4d02-857b-2bfb68b3219c,rock and indie,
2e41ae9c-afd2-4f20-8f1e-17281ce9b472,dance-pop,pop
b7834ebd-64ae-46c3-a930-2d3a52ee743a,rock and indie,
c76b85c5-56eb-4b05-9d48-da395e56796a,classic pop and rock,
5a8688d2-696f-4060-9dd0-f772886ff95b,death metal,
906cbb69-b793-463a-832d-b5bf850f01a2,british,rock and indie
69689acf-d9cd-4d20-a972-47db4ed51b1a,progressive rock,aor
59a7fbcb-ff74-494d-abd0-9c82359040c9,classic pop and rock,indie folk
883ece23-2779-4091-b527-62eb07ee79d4,european,irish
acf6c776-d0f6-4239-b5a2-a45a613ffa52,band,celtic
db008806-16f6-48fc-8521-3d953709689d,metalcore,pop punk
462a85b4-83ac-4164-86b3-e5ac6a7ec040,emo-pop,electropop
4f6dd51e-bfd7-4153-ace7-9316d1757a57,dancehall,dub
22a40b75-affc-4e69-8884-266d087e4751,britpop,rock
e0ededb4-6085-4f68-90f7-89bc560930a3,melodic metalcore,
7527f6c2-d762-4b88-b5e2-9244f1e34c46,alternative metal,american
22cbe400-9906-4c47-973c-b7122b23840a,sid metal,c64
fbcd7b29-455f-49e6-9c4f-8249d20a055e,hard rock,alternative_metal
e3434cc7-d348-491a-9dc8-325af3d9086d,alternative metal,alternative rock
e36e78eb-3ace-4acd-882c-16789e700ab7,alternative rock,american
c2c70ed6-5f10-445c-969f-2c16bc9a4c2e,christian rock,christmas music
ef43cee7-13f5-4d10-844e-879aba3d8b19,,
0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,american,ben gibbard
03ad1736-b7c9-412a-b442-82536d63a5c4,indie rock,indie folk
ba1384a7-8b0e-4ea6-bf0c-f1ec17a06d14,glam metal,gothic metal
32a83250-7e26-422d-b9ac-f4564343e9ce,indie,rock
9390a27f-d63d-43ac-a771-a0e0794fee61,,
0356daee-ec48-4495-bc3e-460b8a5eacad,drum and bass,dance and electronica
f7df5df4-4dfa-459d-972b-1ba051c15ddc,,
d2a79d20-1304-47fd-a998-b4fe1ec78373,french,baroque pop
c842d29f-a297-48cd-bb71-4f77fd672b16,glam rock,psychedelic pop
959cf5bf-ee29-4af6-a85a-0b480181d988,british,chill
c485632c-b784-4ee9-8ea1-c5fb365681fc,indie pop,indie rock
f81f19b9-c76e-43ac-8656-bb56071785fb,,
ef6a8aab-9dfe-46ac-a225-67df4601ad69,,
38d16213-25ba-450d-8665-4e08548e62e3,hip-hop,japanese
77cceea7-91bb-4a4c-ae41-bc9c46c1ccb5,,
fdf9fd10-8a2a-4cb4-bed0-3c476c976ce0,,
550cb78b-4995-4873-baea-76ef265531f5,hip hop,east coast hip hop
b071f9fa-14b0-4217-8e97-eb41da73f598,rock,blues rock
db4624cf-0e44-481e-a9dc-2142b833ec2f,pop,swing
f1df0431-9250-4ec8-95d8-f19ce7cf7fb6,british,art pop
fabb37f8-eb2a-4cc1-a72a-b56935bbb72d,alternative rock,
89ad4ac3-39f7-470e-963a-56509c546377,special purpose artist,
66fc5bf8-daa4-4241-b378-9bc9077939d2,progressive metal,progressive rock
8ef1df30-ae4f-4dbd-9351-1a32b208a01e,contemporary r&b,neo-soul
e938a15c-b17e-4e7a-9f68-ff0d536cab44,alternative,post-punk
6a0439a1-4520-443b-9bf1-02acdf692d6e,,
cca49e52-1f1e-4c16-9e40-fedebcea065e,punk,australia
adc0f033-95c2-4e0b-87bc-c23ed3f26ce6,hard rock,alternative metal
69ec6867-bda0-404b-bac4-338df8d73723,awesomename,dance and electronica
a33a9cd6-8c03-4047-b62d-59f76f494c20,indie pop,american
22a1f4d7-81ff-4216-ac06-3387da6bc118,groove metal,metal
a9416fb3-4d28-4575-abae-f0d160be83ed,art-core,post-core
c787a7a5-e143-4ba6-86df-fab2354dcd44,dance and electronica,idm
e2c00c56-8365-4160-9f40-a64682917633,,
a8806b5c-3ee0-4277-94d3-1a5427a7707c,blues rock,hard rock
8c9b336e-acc8-4e20-9195-6ed0634da9fc,american,avant-garde
c16fbb7e-57b1-462c-97c5-bd0e11248765,dark ambient,drone
8682866a-4f7a-43f5-83b2-06eabd0f2d4c,classic pop and rock,relative-cousin
9f94e88e-cb13-48b2-8c3d-6ff1181aca80,metalcore,melodic hardcore
9386b36e-87f3-4716-a219-79a07a4e29cc,indie rock,rock and indie
2e8ac3ed-2a89-4377-ba80-790106aba554,death metal,
3a54bffa-2314-44a2-927b-60144119c780,hip hop,gangsta rap
3533dea4-218c-4fc9-ab6e-2e3dc0ffde6e,,
34cf95c7-4be9-4efd-a48a-c2ea4a0bb114,adult contemporary,folk pop
deeea939-7f89-4762-b09f-79269cd70d3b,progressive metal,heavy metal
fb821608-35fd-4a45-a4b2-1a0537cee111,alternative country,indie folk
1946a82a-f927-40c2-8235-38d64f50d043,electronic,big beat
183d6ef6-e161-47ff-9085-063c8b897e97,alternative rock,children's music
606bf117-494f-4864-891f-09d63ff6aa4b,hardcore punk,melodic hardcore
72ae6caf-4f9f-407e-8c70-8cd195df955c,dance-pop,pop
9ffad8aa-b671-4a9a-a527-a95bdaaa0ec4,trance,electronic
60a23fda-a440-4ab9-a344-7dfdd2ed341a,alternative metal,hard rock
125948ec-7f91-4d1a-8b83-accbf50fae3d,dance,electronic
e3cb4543-210f-499a-b0d1-3882c312dfb9,hard rock,heavy metal
ac70f34d-95fd-40ed-b436-f5402fb5ffb8,pop and chart,
614e3804-7d34-41ba-857f-811bad7c2b7a,rock,british
b8c5cc4f-239f-4e02-b46f-b040b77c2030,uk,british
0103c1cc-4a09-4a5d-a344-56ad99a77193,pop punk,pop rock
3f542031-b054-454d-b57b-812fa2a81b11,indie rock,american
788ad31c-bf0c-4a31-83f8-b8b130d79c76,symphonic metal,cello
8e67406d-de61-4e6b-a2a1-5a3725484527,art rock,english
ef954679-5ee7-4016-acef-7ac71f2fa3d8,summer song,
efaefde1-e09b-4d49-9d8e-b1304d2ece8d,death metal,melodic death metal
abd506e1-6f2b-4d6f-b937-92c267f6f88b,rock,aor
e979c1bc-5cc2-497b-801f-823244a9166d,death metal,thrash metal
733e7372-5400-4c79-9059-33e2b2262d01,german,
6606c527-376a-47b4-bb35-748d01e14f6d,electronic,german
a7c38944-b3fa-4a3d-a4bd-d3b3b06f0cbf,espaa,espaol
020bfbb4-05c3-4c86-b372-17825c262094,alternative rock,hard rock
69c4cc43-8163-41c5-ac81-30946d27bb69,american,conscious hip hop
bfcc6d75-a6a5-4bc6-8282-47aec8531818,pop,disco
50698127-f6f4-4c0c-8010-db98c21100e1,metal,pilot
479497d4-e7c2-4e78-972e-56e78fac3995,rock,pop rock
f59c5520-5f46-4d2c-b2c4-822eabf53419,rap rock,alternative rock
ca39d50f-9885-420e-88d6-9c3f64038773,blues,country
00a9f935-ba93-4fc8-a33a-993abe9c936b,symphonic metal,finnish
97fa7dd1-4706-4fad-b6ff-e099a37837fc,thrash metal,00s
38c7a3b2-17fb-4166-b964-4e445d69efdd,acoustic,american
21f3573f-10cf-44b3-aeaa-26cccd8448b5,death metal,melodic death metal
2386cd66-e923-4e8e-bf14-2eebe2e9b973,alternative rock,post-grunge
3f2a12e9-6398-42fd-b257-2f6abd4aa5fc,pop,pop rock
2d12e7de-449d-4151-bc65-e5bad7ace24a,,
52074ba6-e495-4ef3-9bb4-0703888a9f68,indie rock,canadian
11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5,alternative rock,indie rock
a16e47f5-aa54-47fe-87e4-bb8af91a9fdd,soundtrack,classical
a6bfadac-d028-4bda-a5b2-e1468f556569,post-hardcore,metalcore
f0e820ab-f31a-400d-9c5e-8be1c8c38726,,
07eb40a2-2914-439c-a01d-15a685b84ddf,ska,2 tone
de548477-205e-4802-8908-e71d3ad67be0,polish,
455aca99-38f3-47cb-aa6b-820cf9de3c91,,
9d30e408-1559-448b-b491-2f8de1583ccf,melodic death metal,gothenburg metal
d0a3080c-57a5-4c35-9389-84a5a2f819f8,,
e5257dc5-1edd-4fca-b7e6-1158e00522c8,bubblegum,funk
c79c43d4-cbed-4373-89ce-6560f62eb7d8,glam metal,hard rock
77f049ad-f469-4ad1-8283-7a2606a6722e,british,english
d45641da-371c-430e-8907-6086590ab282,folk,celtic
7c158ea8-c0aa-410e-bdc1-20bba9759577,british,dance and electronica
ad92dd9c-56ef-4443-b2c0-ff2f7d9cca49,sverige,
10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,trip-hop,british
d2ad8774-9173-4970-8427-06b04df201c1,thrash metal,black metal
650bf385-6f6d-4992-a3b9-779d144920a4,belgian,continental jazz
1c89bbcc-a253-452a-9181-546eb536e06f,alternative rock,indie rock
144ef525-85e9-40c3-8335-02c32d0861f3,acoustic rock,alternative
1c90eb11-0531-402c-87dc-d578e36ec23c,electronic rock,gothic metal
c4caa34e-57b5-432b-ad9d-7e6543944d96,,
34c63966-445c-4613-afe1-4f0e1e53ae9a,british,electronic
5a24bc1a-c093-4a82-84ed-8d7f2da0570d,industrial,canadian
fe1a873d-2000-4789-a895-4187fe756203,dance and electronica,electronic
eb8ff09f-0b63-4c5e-96dc-b6dadeb794ac,alternative rock,indie rock
39d6c679-b41c-470c-a755-4566bde24063,fingerstyle,folk
57c1e5ea-e08f-413a-bcb1-f4e4b675bead,dance,electronic
f46bd570-5768-462e-b84c-c7c993bbf47e,country rock,rock
1eeaf46d-4991-4e95-8068-927627ccfc18,british,english
c7732cf8-e9a1-46f1-9133-84d930f3187a,hardcore hip-hop,underground hip-hop
936addc3-91aa-49de-8ec0-0dc186de151f,horror punk,hardcore punk
0c502791-4ee9-4c5f-9696-0602b721ff3b,art rock,progressive rock
cbaafb20-eb74-421a-85f1-2bb6341aad23,british,english
